last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,batting_avg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,hard_hit_percent,avg_best_speed
Alonso, Pete,624413,2023,28,245,55,26,5,1,23,0.224,89.7,15.3,34.4,16.7,5.9,18.8,24.7,29,43,102.5387484
Conforto, Michael,624424,2023,30,224,51,35,4,0,12,0.228,89.3,9.6,28.5,9.5,6.3,22.2,21.5,34.8,42.4,100.7397876
Frazier, Adam,624428,2023,31,233,52,32,11,1,8,0.223,86.1,13.4,39.5,3.4,2.4,31.2,29.3,30.2,25.4,95.79672564
Soler, Jorge,624585,2023,31,262,66,33,12,0,21,0.252,90.3,18.8,35.6,17.3,6.3,16.8,29.3,28.3,43.5,102.2057186
Cronenworth, Jake,630105,2023,29,266,56,35,10,4,7,0.211,87.3,14.9,38.2,3.9,9.3,24,29.9,27.9,33.3,97.89138881
Crawford, J.P.,641487,2023,28,238,57,39,14,0,4,0.239,89.6,14.3,31.6,2.7,8,28.9,27.8,27.8,38.5,99.92325957
Heim, Jonah,641680,2023,28,243,67,41,16,0,10,0.276,88.8,18.4,38.3,8.7,7.1,26,32.1,23,36.7,99.0793552
McMahon, Ryan,641857,2023,28,271,73,38,20,3,12,0.269,92.2,11.6,41.6,14,5.1,30.3,20.8,26.4,49.4,103.0665694
Smith, Dominic,642086,2023,28,260,68,59,6,1,2,0.262,86.2,12.7,35.9,4.6,1.8,29.5,27.2,34.1,26.7,96.33834762
Rosario, Amed,642708,2023,27,271,69,52,12,4,1,0.255,88.9,7.2,32.1,2.3,7.4,27.4,19.1,40.5,43.7,99.99760664
Adames, Willy,642715,2023,27,236,48,31,7,0,10,0.203,86.3,15.3,32.7,12.5,2.4,20.8,29.2,28,32.7,97.91363952
Estrada, Thairo,642731,2023,27,259,73,46,17,1,9,0.282,86.1,11.6,38,5.7,5.2,23.4,25,32.3,33.3,97.84207809
Benintendi, Andrew,643217,2023,28,261,71,52,17,1,1,0.272,87.4,13.1,37.3,3.2,0.9,30,30,30.9,29.5,96.22828046
McNeil, Jeff,643446,2023,31,266,71,59,8,1,3,0.267,87,14.3,32.2,2.1,4.6,28.5,28.5,30.5,33.9,97.52691525
Albies, Ozzie,645277,2023,26,285,76,44,14,1,17,0.267,88.4,13.9,37,9.1,7.8,24.3,25.9,30.5,37.4,98.42801762
Devers, Rafael,646240,2023,26,281,67,33,17,0,17,0.238,92.8,12.7,29.8,13.3,9.2,17.4,24.8,32.1,52.8,104.2005051
Naylor, Josh,647304,2023,26,241,70,48,13,0,9,0.29,90,15.2,36.5,9.9,7.4,30.5,24.1,25.6,45.8,101.5623607
Arraez, Luis,650333,2023,26,267,106,88,15,1,2,0.397,88.6,10.7,44.9,2,2.8,37.8,22.4,32.7,24,95.28735754
Torres, Gleyber,650402,2023,26,273,69,46,10,1,12,0.253,89.1,15.3,37.6,8.1,5.6,23.5,28.6,30.3,36.8,99.22273414
Diaz, Yandy,650490,2023,31,246,76,49,15,0,12,0.309,95,7.1,31.7,9.4,8.9,28.2,18.3,33.7,55.9,105.1453458
De La Cruz, Bryan,650559,2023,26,270,74,51,15,0,8,0.274,90.7,7.1,44.7,6.5,9,30.2,16.1,36.2,43.2,100.3312371
Chapman, Matt,656305,2023,30,271,73,38,25,0,10,0.269,93.9,17.4,34.2,18.9,10,15.8,24.7,26.3,59.5,104.35342
Schwarber, Kyle,656941,2023,30,267,50,22,7,1,20,0.187,91.8,17.7,37.4,15.5,8,16.7,28.2,28.2,47.1,102.812367
Thomas, Lane,657041,2023,27,287,84,51,19,2,12,0.293,88.3,11.4,35.5,9,6.2,26.5,21.8,29.9,40.3,100.1866795
Verdugo, Alex,657077,2023,27,284,86,53,24,4,5,0.303,89.3,8.7,37.7,4.9,6.5,29.1,23.5,32,38.5,99.44810488
Ohtani, Shohei,660271,2023,28,284,83,42,14,3,24,0.292,93.2,13.3,34,16.7,6.5,21.4,20,34,51.2,104.3090707
Acuna Jr., Ronald,660670,2023,25,299,97,60,21,1,15,0.324,95.1,7.3,33.2,15.6,8.2,22.3,14.5,37.1,56.1,107.0979419
Ruiz, Keibert,660688,2023,24,229,55,37,10,0,8,0.24,88.8,14.4,38.3,9.6,3.8,25.8,26.3,31.6,38.3,98.59395619
Varsho, Daulton,662139,2023,26,272,62,39,11,0,12,0.228,87.5,17.7,38.1,7.6,6.2,19.5,31,23.3,37.6,100.3374092
Hoerner, Nico,663538,2023,26,278,79,60,11,3,5,0.284,86.4,9.5,36.3,2,4.1,24.5,24.9,40,33.1,97.30456115
Riley, Austin,663586,2023,26,290,75,50,13,0,12,0.259,91.4,12.4,33.5,9.2,7.3,26.6,23.4,31.7,45.4,102.6398862
Mountcastle, Ryan,663624,2023,26,242,55,31,12,1,11,0.227,91.4,15.2,36.1,15.3,5.5,23,24,30.6,44.8,102.0876738
Hayes, Ke'Bryan,663647,2023,26,278,72,46,16,5,5,0.259,92.3,12.7,35.6,6.8,9.9,28.4,23.9,28.8,47.3,101.7876774
Tucker, Kyle,663656,2023,26,263,72,48,15,0,9,0.274,91.2,13.7,34.1,8.3,8.3,27.5,25.8,27.5,48.5,101.1748162
India, Jonathan,663697,2023,26,286,76,49,17,0,10,0.266,89.4,14.3,36.4,7.8,9.1,22.5,26.8,29.4,39.8,99.88505456
Grisham, Trent,663757,2023,26,230,47,24,17,0,6,0.204,91.9,21.7,30.3,15.5,8.4,17.4,29,23.2,41.3,101.7837163
Stephenson, Tyler,663886,2023,26,261,66,48,12,1,5,0.253,87.8,9.2,36.1,8.2,7.7,29.5,17.5,31.7,40.7,99.15071857
Lowe, Nathaniel,663993,2023,27,289,79,51,19,1,8,0.273,89.7,6.2,35,7.3,7.7,27.7,17.3,37.7,42.3,100.9145201
Happ, Ian,664023,2023,28,260,69,44,18,2,5,0.265,89.8,13,39.5,7.6,5.9,27.6,25.4,29.7,38.4,99.76507065
France, Ty,664034,2023,28,281,77,49,21,0,7,0.274,86.5,13.3,38.3,6.5,5.2,29.1,24.3,28.3,37.8,99.24783287
Straw, Myles,664702,2023,28,240,58,44,11,3,0,0.242,86.9,9.6,35.4,1.1,1.6,29.1,27,34.9,24.3,95.42338611
Bohm, Alec,664761,2023,26,235,62,44,11,0,7,0.264,89.7,11.6,33.5,7.2,7.7,23.2,24.7,35.6,42.3,100.5950288
Wade Jr., LaMonte,664774,2023,29,218,61,40,11,1,9,0.28,87.8,14.6,34.3,9.9,4.7,26.2,22.7,26.7,42.4,99.93655361
Pena, Jeremy,665161,2023,25,270,68,43,16,1,8,0.252,87.4,5.4,35.3,5.3,4.8,28,17.9,39.6,34.3,98.89979186
Tatis Jr., Fernando,665487,2023,24,228,64,33,16,0,15,0.281,91.5,11.2,30.1,9.8,7.7,26.2,23.5,28.4,47.5,103.1863979
Guerrero Jr., Vladimir,665489,2023,24,284,78,54,15,0,9,0.275,94.1,8.5,33.2,13,6.3,24.8,18.5,35.3,55.9,105.1321561
Soto, Juan,665742,2023,24,257,69,38,18,0,13,0.268,93,4.7,26.4,12.4,7.3,20.7,17.1,38.3,59.1,105.1995383
Ruiz, Esteury,665923,2023,24,297,79,59,18,1,1,0.266,83.2,8.9,31.8,2,3.3,24.1,23.3,40,20.4,94.2895322
Gimenez, Andres,665926,2023,24,249,60,41,11,3,5,0.241,84.2,12.9,30.3,3.8,4.8,18.8,27.9,34.1,23.1,95.5249478
Bichette, Bo,666182,2023,25,319,101,70,16,1,14,0.317,91.9,5.5,40.3,10.3,6.5,33.1,12.5,34.2,45.6,102.5211903
Garcia, Adolis,666969,2023,30,278,73,42,15,0,16,0.263,92.2,15.1,35.6,14.4,9.4,21.3,24.8,29.2,51,102.6824893
Gurriel Jr., Lourdes,666971,2023,29,246,69,39,17,2,11,0.28,88.6,10.5,33.5,7.5,8.5,23,22,35.5,48,99.5890411
Rooker Jr., Brent,667670,2023,28,223,55,30,12,0,13,0.247,91.1,16.3,32.9,14.1,6.7,24.8,23.5,29.5,47.7,102.187798
Arozarena, Randy,668227,2023,28,262,78,54,9,1,14,0.298,92.9,12.8,34.6,16.2,8.4,19.4,24.1,28.3,50.8,102.7123924
Steer, Spencer,668715,2023,25,267,73,43,18,2,10,0.273,89.9,18.5,34.6,6.1,8.4,24.3,33.2,25.7,39.3,99.91502774
Reynolds, Bryan,668804,2023,28,258,72,41,20,3,8,0.279,92.3,14.3,39.9,13.9,7.2,28.8,21.6,27.4,52.4,102.0416326
Rutschman, Adley,668939,2023,25,268,73,52,11,0,10,0.272,88.4,13,38.5,7.1,8.4,25.7,25.2,31.9,38.1,99.24663735
Melendez Jr., MJ,669004,2023,24,250,55,35,12,2,6,0.22,93.2,19,32.9,12,10.2,25.1,29.3,22.2,51.5,101.6628104
Langeliers, Shea,669127,2023,25,226,45,27,9,1,8,0.199,89.3,21.1,30.3,10.3,7.7,18.1,36.1,23.2,38.1,100.6535262
Edman, Tommy,669242,2023,28,237,57,34,13,3,7,0.241,89.6,9.4,30.3,5,8.5,24.4,24.4,33.3,39.8,100.0120292
Gorman, Nolan,669357,2023,23,233,54,29,10,0,15,0.232,91.1,22.4,38.3,13.6,5.8,26.6,31.8,18.2,49.4,101.8161616
Hays, Austin,669720,2023,27,248,80,49,21,2,8,0.323,91.3,13,36.2,11.7,7.4,26.6,25.5,27.1,43.1,101.9632452
Call, Alex,669743,2023,28,220,46,34,9,0,3,0.209,86.4,13.8,28.7,4,6.3,20.1,28.7,32.2,31.6,97.31656845
Paredes, Isaac,670623,2023,24,224,59,34,12,0,13,0.263,87.5,20.8,29.7,4.6,5.1,25.1,35.4,25.1,28.6,96.75901402
Casas, Triston,671213,2023,23,213,46,26,11,1,8,0.216,91.4,14.3,28.9,14.1,6,16.8,28.9,32.2,45,102.5611781
Garcia, Luis,671277,2023,23,262,73,54,11,3,5,0.279,88.7,3.2,33.6,6.8,6.8,23.4,16.6,43.4,39.1,99.77853786
Kelenic, Jarred,672284,2023,23,251,64,34,17,2,11,0.255,91.3,10.4,39.1,10.6,11.8,29.8,16.8,28,48.4,101.8094789
Robert Jr., Luis,673357,2023,25,274,72,34,20,0,18,0.263,88.3,15.6,35.9,14.1,3.8,23.9,25.5,27.7,38.6,100.8515415
Kim, Ha-Seong,673490,2023,27,223,56,40,10,0,6,0.251,85.9,15.4,35.9,4.8,5.4,26.3,29.9,26.9,24,96.0936358
Jung, Josh,673962,2023,25,280,77,47,14,1,15,0.275,91.4,15.1,40.3,11.9,7.5,27.9,24.9,24.9,49.3,101.5051216
Noda, Ryan,676116,2023,27,216,51,29,13,1,8,0.236,91.1,16.7,41.4,12.5,10.9,21.9,28.1,21.9,45.3,102.2747998
Franco, Wander,677551,2023,22,286,82,52,20,2,8,0.287,88.3,8.3,35.4,6.1,5.3,28.9,19.1,38.2,37,98.92887821
Rodriguez, Julio,677594,2023,22,294,70,43,14,1,12,0.238,92.3,9.6,33.2,9.5,8.1,24.2,20.4,34.1,50.2,104.1366242
Witt Jr., Bobby,677951,2023,23,301,73,46,11,4,12,0.243,90.7,15.8,35.9,11.8,7.2,23.2,27,29.1,44.7,102.0580957
Vargas, Miguel,678246,2023,23,227,47,23,14,3,7,0.207,86.9,15.1,33.7,6.7,7.3,19.7,32,28.1,32.6,97.91893989
Tovar, Ezequiel,678662,2023,21,250,64,38,19,1,6,0.256,87.9,12.1,39.3,6.7,3.9,31.5,24.7,29.8,33.1,98.32661011
Torkelson, Spencer,679529,2023,23,272,61,36,17,0,8,0.224,91.9,17.5,32.8,10.8,6.9,25,32.4,24.5,48.5,102.4926058
Kwan, Steven,680757,2023,25,296,78,56,18,2,2,0.264,85.2,12.2,37.8,0.8,2.3,29.7,27.8,36.3,20.5,94.09422453
Donovan, Brendan,680977,2023,26,233,64,50,7,0,7,0.275,89,11.1,37.4,6.7,5.6,29.2,21,32.3,40.5,99.27078344
Stott, Bryson,681082,2023,25,285,84,63,12,2,7,0.295,87.9,9.7,35.6,4.2,3.8,24.7,28.5,36.4,33.9,97.28899908
Carroll, Corbin,682998,2023,22,262,78,40,19,3,16,0.298,90.9,11.2,30.3,9.6,7.7,19.2,23.1,35.6,42.8,101.979884
Volpe, Anthony,683011,2023,22,250,49,29,8,2,10,0.196,89.4,14.5,35.9,9.6,9,22.2,22.2,32.3,43.1,99.59796482
Vaughn, Andrew,683734,2023,25,274,66,35,19,1,11,0.241,91,12.5,30.1,9.6,7.8,21,25.6,33.3,48.9,101.9176062
Pasquantino, Vinnie,686469,2023,25,231,57,31,17,0,9,0.247,89.3,17.4,37.8,7.5,8.5,27.4,29.9,23.4,40.3,99.9938884
Yoshida, Masataka,807799,2023,29,257,78,51,17,2,8,0.304,89.4,3.9,27.3,7.5,4.8,23.8,16.7,42.3,43.2,101.4217647
